[Gene ID]	[source_id]	[Product Description]	[Input ID]	[# TM Domains]	[SignalP Scores]	
Tb927.3.1030	Tb927.3.1030:mRNA	RNA-binding protein	Tb927.3.1030	0	N/A	
Tb927.3.1060	Tb927.3.1060:mRNA	cAMP Response Protein 4	Tb927.3.1060	0	N/A	
Tb927.3.1085	Tb927.3.1085:mRNA	hypothetical protein	Tb927.3.1085	1	N/A	
Tb927.3.1100	Tb927.3.1100:mRNA	exonuclease, putative	Tb927.3.1100	0	N/A	
Tb927.3.1110	Tb927.3.1110:mRNA	Putative intraflagellar transport protein A1	Tb927.3.1110	0	N/A	
Tb927.3.1120	Tb927.3.1120:mRNA	GTP-binding nuclear protein rtb2, putative	Tb927.3.1120	0	N/A	
Tb927.3.1130	Tb927.3.1130:mRNA	DNA polymerase delta subunit 2, putative	Tb927.3.1130	0	N/A	
Tb927.3.1140	Tb927.3.1140:mRNA	Surp module, putative	Tb927.3.1140	0	N/A	
Tb927.3.1150	Tb927.3.1150:mRNA	Conserved hypothetical ATP binding protein, putative	Tb927.3.1150	0	N/A	
Tb927.3.1190	Tb927.3.1190:mRNA	hypothetical protein, conserved	Tb927.3.1190	0	N/A	
Tb927.3.1210	Tb927.3.1210:mRNA	protein transport protein Sec24	Tb927.3.1210	0	N/A	
Tb927.3.1260	Tb927.3.1260:mRNA	hypothetical protein, conserved	Tb927.3.1260	0	N/A	
Tb927.3.1280	Tb927.3.1280:mRNA	NPL4 family, putative	Tb927.3.1280	0	N/A	
Tb927.3.1290	Tb927.3.1290:mRNA	cullin 4B, putative	Tb927.3.1290	0	N/A	
Tb927.3.1300	Tb927.3.1300:mRNA	hypothetical protein, conserved	Tb927.3.1300	0	N/A	
Tb927.3.1340	Tb927.3.1340:mRNA	Nuclear cap-binding protein subunit 66	Tb927.3.1340	0	N/A	
Tb927.3.1350	Tb927.3.1350:mRNA	hypothetical protein, conserved	Tb927.3.1350	0	N/A	
Tb927.3.1370	Tb927.3.1370:mRNA	40S ribosomal protein S25, putative	Tb927.3.1370	0	N/A	
Tb927.3.1380	Tb927.3.1380:mRNA	ATP synthase subunit beta, mitochondrial	Tb927.3.1380	0	NN Sum: 4, NN D: .58, HMM Prob: .96	
Tb927.3.1430	Tb927.3.1430:mRNA	chaperone protein DnaJ, putative	Tb927.3.1430	0	NN Sum: 4, NN D: .71, HMM Prob: .99	
Tb927.3.1570	Tb927.3.1570:mRNA	Lapatinib-binding protein kinase 3	Tb927.3.1570	0	N/A	
Tb927.3.1590	Tb927.3.1590:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.3.1590	0	N/A	
Tb927.3.1600	Tb927.3.1600:mRNA	Mitochondrial import inner membrane translocase subunit 10	Tb927.3.1600	0	N/A	
Tb927.3.1680	Tb927.3.1680:mRNA	Eukaryotic translation initiation factor 3 subunit F	Tb927.3.1680	0	N/A	
Tb927.3.1690	Tb927.3.1690:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.3.1690	0	N/A	
Tb927.3.1710	Tb927.3.1710:mRNA	mitochondrial ribosomal protein l24	Tb927.3.1710	0	N/A	
Tb927.3.1730	Tb927.3.1730:mRNA	hypothetical protein, conserved	Tb927.3.1730	0	N/A	
Tb927.3.1740	Tb927.3.1740:mRNA	hypothetical protein, conserved	Tb927.3.1740	0	N/A	
Tb927.3.1780	Tb927.3.1780:mRNA	U6 snRNA-associated Sm-like protein LSm8p	Tb927.3.1780	0	N/A	
Tb927.3.1790	Tb927.3.1790:mRNA	pyruvate dehydrogenase E1 beta subunit, putative	Tb927.3.1790	0	NN Sum: 2, NN D: .39, HMM Prob: .95	
Tb927.3.1800	Tb927.3.1800:mRNA	hypothetical protein, conserved	Tb927.3.1800	0	N/A	
Tb927.3.1820	Tb927.3.1820:mRNA	mitochondrial RNA binding complex 1 subunit	Tb927.3.1820	0	NN Sum: 4, NN D: .58, HMM Prob: .31	
Tb927.3.1840	Tb927.3.1840:mRNA	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	Tb927.3.1840	4	N/A	
Tb927.3.1900	Tb927.3.1900:mRNA	conserved protein, unknown function	Tb927.3.1900	0	N/A	
Tb927.3.1920	Tb927.3.1920:mRNA	General negative regulator of transcription subunit 5	Tb927.3.1920	0	N/A	
Tb927.3.1970	Tb927.3.1970:mRNA	phosphopantothenoylcysteine synthetase, putative	Tb927.3.1970	0	N/A	
Tb927.3.1980	Tb927.3.1980:mRNA	hypothetical protein, conserved	Tb927.3.1980	0	N/A	
Tb927.3.1990	Tb927.3.1990:mRNA	Tetratricopeptide repeat, putative	Tb927.3.1990	0	N/A	
Tb927.3.2050	Tb927.3.2050:mRNA	Minicircle replication factor 172	Tb927.3.2050	0	NN Sum: 2, NN D: .46, HMM Prob: 1	
Tb927.3.2090	Tb927.3.2090:mRNA	Xaa-Pro aminopeptidase, putative	Tb927.3.2090	0	N/A	
Tb927.3.2100	Tb927.3.2100:mRNA	hypothetical protein, conserved	Tb927.3.2100	0	N/A	
Tb927.3.2110	Tb927.3.2110:mRNA	Mitochondrial import inner membrane translocase subunit TIM50	Tb927.3.2110	0	N/A	
Tb927.3.2150	Tb927.3.2150:mRNA	protein phosphatase 2C, putative	Tb927.3.2150	0	N/A	
Tb927.3.2170	Tb927.3.2170:mRNA	translation elongation factor EF-2, putative	Tb927.3.2170	0	N/A	
Tb927.3.2190	Tb927.3.2190:mRNA	Capping enzyme RNA triphosphatase 1	Tb927.3.2190	0	N/A	
Tb927.3.2200	Tb927.3.2200:mRNA	TPR repeat, putative	Tb927.3.2200	0	N/A	
Tb927.3.2220	Tb927.3.2220:mRNA	eukaryotic translation initiation factor 3 subunit j	Tb927.3.2220	0	N/A	
Tb927.3.2230	Tb927.3.2230:mRNA	succinyl-CoA synthetase alpha subunit, putative	Tb927.3.2230	0	N/A	
Tb927.3.2290	Tb927.3.2290:mRNA	chaperone protein DnaJ, putative	Tb927.3.2290	0	N/A	
Tb927.3.2310	Tb927.3.2310:mRNA	parkin coregulated gene protein	Tb927.3.2310	0	N/A	
Tb927.3.2350	Tb927.3.2350:mRNA	hypothetical protein, conserved	Tb927.3.2350	0	N/A	
Tb927.3.2420	Tb927.3.2420:mRNA	Microsomal signal peptidase 12 kDa subunit (SPC12), putative	Tb927.3.2420	2	N/A	
Tb927.3.2440	Tb927.3.2440:mRNA	AGC essential kinase 1	Tb927.3.2440	0	N/A	
Tb927.3.2470	Tb927.3.2470:mRNA	Pumilio homology domain family member 8	Tb927.3.2470	0	N/A	
Tb927.3.2490	Tb927.3.2490:mRNA	hypothetical protein, conserved	Tb927.3.2490	0	N/A	
Tb927.3.2600	Tb927.3.2600:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.3.2600	0	N/A	
Tb927.3.2660	Tb927.3.2660:mRNA	TatD related DNase, putative	Tb927.3.2660	0	N/A	
Tb927.3.2670	Tb927.3.2670:mRNA	hypothetical protein, conserved	Tb927.3.2670	0	NN Sum: 3, NN D: .42, HMM Prob: .29	
Tb927.3.2680	Tb927.3.2680:mRNA	Ubiquitin-like domain containing protein, putative	Tb927.3.2680	0	N/A	
Tb927.3.2820	Tb927.3.2820:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb927.3.2820	1	NN Sum: 4, NN D: .72, HMM Prob: .21	
Tb927.3.2900	Tb927.3.2900:mRNA	eukaryotic translation initiation factor 2 subunit alpha	Tb927.3.2900	0	N/A	
Tb927.3.2950	Tb927.3.2950:mRNA	ribonuclease inhibitor- like protein	Tb927.3.2950	0	N/A	
Tb927.3.3000	Tb927.3.3000:mRNA	Putative intraflagellar transport protein C3	Tb927.3.3000	0	N/A	
Tb927.3.3030	Tb927.3.3030:mRNA	phosphatidylcholine transfer protein, putative	Tb927.3.3030	0	N/A	
Tb927.3.3110	Tb927.3.3110:mRNA	Condensin complex subunit 3, putative	Tb927.3.3110	0	N/A	
Tb927.3.3130	Tb927.3.3130:mRNA	Present in the outer mitochondrial membrane proteome 24	Tb927.3.3130	1	NN Sum: 2, NN D: .51, HMM Prob: .98	
Tb927.3.3170	Tb927.3.3170:mRNA	SUMO-interacting motif-containing protein	Tb927.3.3170	0	N/A	
Tb927.3.3180	Tb927.3.3180:mRNA	Nucleoporin NUP98	Tb927.3.3180	0	N/A	
Tb927.3.3190	Tb927.3.3190:mRNA	Serine/threonine-protein kinase NEK7, putative	Tb927.3.3190	0	N/A	
Tb927.3.3220	Tb927.3.3220:mRNA	RNA polymerase-associated protein CTR9, putative	Tb927.3.3220	0	N/A	
Tb927.3.3230	Tb927.3.3230:mRNA	NOL1/NOP2/sun family, putative	Tb927.3.3230	0	N/A	
Tb927.3.3270	Tb927.3.3270:mRNA	ATP-dependent 6-phosphofructokinase, glycosomal	Tb927.3.3270	0	N/A	
Tb927.3.3280	Tb927.3.3280:mRNA	vacuolar protein sorting-associated protein 4, putative	Tb927.3.3280	0	N/A	
Tb927.3.3300	Tb927.3.3300:mRNA	Flagellum attachment zone protein 19	Tb927.3.3300	0	N/A	
Tb927.3.3320	Tb927.3.3320:mRNA	60S ribosomal protein L13, putative	Tb927.3.3320	0	N/A	
Tb927.3.3330	Tb927.3.3330:mRNA	heat shock protein 20, putative	Tb927.3.3330	0	N/A	
Tb927.3.3370	Tb927.3.3370:mRNA	hypothetical protein, conserved	Tb927.3.3370	0	N/A	
Tb927.3.3410	Tb927.3.3410:mRNA	aspartyl aminopeptidase, putative	Tb927.3.3410	0	N/A	
Tb927.3.3450	Tb927.3.3450:mRNA	ADP-ribosylation factor-like protein 3, putative	Tb927.3.3450	0	N/A	
Tb927.3.3460	Tb927.3.3460:mRNA	succinate dehydrogenase flavoprotein subunit, putative	Tb927.3.3460	0	N/A	
Tb927.3.3490	Tb927.3.3490:mRNA	High mobility group protein TDP1	Tb927.3.3490	0	N/A	
Tb927.3.3520	Tb927.3.3520:mRNA	Present in the outer mitochondrial membrane proteome 25	Tb927.3.3520	0	N/A	
Tb927.3.3540	Tb927.3.3540:mRNA	Nucleoporin NUP53b	Tb927.3.3540	0	N/A	
Tb927.3.3560	Tb927.3.3560:mRNA	U-box domain containing protein, putative	Tb927.3.3560	0	N/A	
Tb927.3.3580	Tb927.3.3580:mRNA	heat shock protein 90, putative	Tb927.3.3580	1	NN Sum: 4, NN D: .7, HMM Prob: .99	
Tb927.3.3590	Tb927.3.3590:mRNA	U3 small nucleolar ribonucleoprotein protein MPP10, putative	Tb927.3.3590	0	N/A	
Tb927.3.3610	Tb927.3.3610:mRNA	peroxisomal targeting signal 2 receptor, putative	Tb927.3.3610	0	N/A	
Tb927.3.3670	Tb927.3.3670:mRNA	Triple RNA binding domain protein 3	Tb927.3.3670	0	N/A	
Tb927.3.3690	Tb927.3.3690:mRNA	flagellar radial spoke protein-like, putative	Tb927.3.3690	0	N/A	
Tb927.3.3780	Tb927.3.3780:mRNA	tryparedoxin 1a, putative	Tb927.3.3780	0	N/A	
Tb927.3.3790	Tb927.3.3790:mRNA	hypothetical protein, conserved	Tb927.3.3790	0	N/A	
Tb927.3.3820	Tb927.3.3820:mRNA	hypothetical protein, conserved	Tb927.3.3820	5	NN Sum: 4, NN D: .83, HMM Prob: .99	
Tb927.3.3830	Tb927.3.3830:mRNA	hypothetical protein, conserved	Tb927.3.3830	0	N/A	
Tb927.3.3850	Tb927.3.3850:mRNA	COPII coat assembly protein sec16	Tb927.3.3850	0	N/A	
Tb927.3.3900	Tb927.3.3900:mRNA	carnitine O-palmitoyltransferase II, putative	Tb927.3.3900	0	N/A	
Tb927.3.3950	Tb927.3.3950:mRNA	hypothetical protein, conserved	Tb927.3.3950	0	N/A	
Tb927.3.4040	Tb927.3.4040:mRNA	Ankyrin repeats (3 copies), putative	Tb927.3.4040	0	N/A	
Tb927.3.4140	Tb927.3.4140:mRNA	hypothetical protein, conserved	Tb927.3.4140	0	N/A	
Tb927.3.4160	Tb927.3.4160:mRNA	XPC-binding domain/UBA/TS-N domain containing protein, putative	Tb927.3.4160	0	N/A	
Tb927.3.4190	Tb927.3.4190:mRNA	endosomal integral membrane protein, putative	Tb927.3.4190	10	NN Sum: 4, NN D: .9, HMM Prob: 1	
Tb927.3.4250	Tb927.3.4250:mRNA	hypothetical protein, conserved	Tb927.3.4250	0	N/A	
Tb927.3.4270	Tb927.3.4270:mRNA	hypothetical protein, conserved	Tb927.3.4270	0	N/A	
Tb927.3.4330	Tb927.3.4330:mRNA	Paraflagellar rod protein 1-5	Tb927.3.4330	0	N/A	
Tb927.3.4360	Tb927.3.4360:mRNA	40S ribosomal protein S15A, putative	Tb927.3.4360	0	N/A	
Tb927.3.4380	Tb927.3.4380:mRNA	sorting assembly machinery 50 kDa subunit, putative	Tb927.3.4380	0	N/A	
Tb927.3.4390	Tb927.3.4390:mRNA	dihydrolipoamide dehydrogenase	Tb927.3.4390	0	N/A	
Tb927.3.4420	Tb927.3.4420:mRNA	hypothetical protein, conserved	Tb927.3.4420	0	N/A	
Tb927.3.4560	Tb927.3.4560:mRNA	5'-AMP-activated protein kinase catalytic subunit alpha, putative	Tb927.3.4560	0	N/A	
Tb927.3.4590	Tb927.3.4590:mRNA	hypothetical protein, conserved	Tb927.3.4590	0	N/A	
Tb927.3.4600	Tb927.3.4600:mRNA	hypothetical protein, conserved	Tb927.3.4600	0	N/A	
Tb927.3.4620	Tb927.3.4620:mRNA	AAA domain containing protein, putative	Tb927.3.4620	0	N/A	
Tb927.3.4630	Tb927.3.4630:mRNA	UDP-glucose:glycoprotein glucosyltransferase, putative	Tb927.3.4630	1	NN Sum: 4, NN D: .61, HMM Prob: .34	
Tb927.3.4640	Tb927.3.4640:mRNA	VIT family, putative	Tb927.3.4640	4	N/A	
Tb927.3.4680	Tb927.3.4680:mRNA	RAB GDP dissociation inhibitor alpha, putative	Tb927.3.4680	0	N/A	
Tb927.3.4760	Tb927.3.4760:mRNA	dynamin-1-like protein	Tb927.3.4760	0	N/A	
Tb927.3.4770	Tb927.3.4770:mRNA	leucine-rich repeat-containing protein	Tb927.3.4770	0	N/A	
Tb927.3.4790	Tb927.3.4790:mRNA	Aminopeptidase M1, putative	Tb927.3.4790	0	N/A	
Tb927.3.4840	Tb927.3.4840:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.3.4840	0	N/A	
Tb927.3.4850	Tb927.3.4850:mRNA	enoyl-CoA hydratase, mitochondrial precursor, putative	Tb927.3.4850	0	N/A	
Tb927.3.4880	Tb927.3.4880:mRNA	nucleosome assembly protein (NAP), putative	Tb927.3.4880	0	N/A	
Tb927.3.4890	Tb927.3.4890:mRNA	ubiquinone biosynthesis protein COQ7 homolog, putative	Tb927.3.4890	0	N/A	
Tb927.3.4940	Tb927.3.4940:mRNA	5-histidylcysteine sulfoxide synthase, putative	Tb927.3.4940	0	N/A	
Tb927.3.4950	Tb927.3.4950:mRNA	hypothetical protein, conserved	Tb927.3.4950	2	N/A	
Tb927.3.4980	Tb927.3.4980:pseudogenic_transcript	hypothetical protein, conserved, frameshift	Tb927.3.4980	0	N/A	
Tb927.3.5010	Tb927.3.5010:mRNA	hypothetical protein, conserved	Tb927.3.5010	0	N/A	
Tb927.3.5050	Tb927.3.5050:mRNA	60S ribosomal protein L4	Tb927.3.5050	0	N/A	
Tb927.3.5060	Tb927.3.5060:mRNA	Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative	Tb927.3.5060	0	N/A	
Tb927.3.5070	Tb927.3.5070:mRNA	hypothetical protein, conserved	Tb927.3.5070	0	N/A	
Tb927.3.5090	Tb927.3.5090:mRNA	tryparedoxin 2, putative	Tb927.3.5090	1	N/A	
Tb927.3.5180	Tb927.3.5180:mRNA	ADF/Cofilin	Tb927.3.5180	0	N/A	
Tb927.3.5240	Tb927.3.5240:mRNA	kinetoplast ribosomal PPR-repeat containing protein 8	Tb927.3.5240	0	N/A	
Tb927.3.5250	Tb927.3.5250:mRNA	Zinc finger CCCH domain-containing protein 8	Tb927.3.5250	0	N/A	
Tb927.3.5280	Tb927.3.5280:mRNA	spliceosome-associated protein 49, putative	Tb927.3.5280	0	N/A	
Tb927.3.5310	Tb927.3.5310:mRNA	paraflagellar rod protein	Tb927.3.5310	0	N/A	
Tb927.3.5320	Tb927.3.5320:mRNA	UBX domain-containing protein	Tb927.3.5320	0	N/A	
Tb927.3.5370	Tb927.3.5370:mRNA	hypothetical protein, conserved	Tb927.3.5370	0	N/A	
Tb927.3.5400	Tb927.3.5400:mRNA	serine/threonine protein kinase RIO1, putative	Tb927.3.5400	0	N/A	
Tb927.3.5430	Tb927.3.5430:mRNA	hypothetical protein, conserved	Tb927.3.5430	3	NN Sum: 4, NN D: .69, HMM Prob: .99	
Tb927.3.5490	Tb927.3.5490:mRNA	Putative intraflagellar transport protein B2	Tb927.3.5490	0	NN Sum: 0, NN D: .25, HMM Prob: .79	
Tb927.3.5500	Tb927.3.5500:mRNA	DNA-directed RNA polymerase II subunit 3, putative	Tb927.3.5500	0	N/A	
Tb927.3.5530	Tb927.3.5530:mRNA	Tb-292 membrane associated protein	Tb927.3.5530	2	N/A	
Tb927.3.5550	Tb927.3.5550:mRNA	intraflagellar transport protein 27	Tb927.3.5550	0	N/A	
Tb927.3.5570	Tb927.3.5570:mRNA	syntaxin, putative	Tb927.3.5570	1	N/A	
Tb927.3.5580	Tb927.3.5580:mRNA	tryptophanyl-tRNA synthetase	Tb927.3.5580	0	N/A	
Tb927.3.5610	Tb927.3.5610:mRNA	Mitochondrial ribosomal protein L3	Tb927.3.5610	0	NN Sum: 2, NN D: .39, HMM Prob: .57	
Tb927.3.5620	Tb927.3.5620:mRNA	Facilitates chromatin transcription complex subunit spt16	Tb927.3.5620	0	N/A	
Tb927.3.5640	Tb927.3.5640:mRNA	nuclear transcription factor, putative	Tb927.3.5640	0	N/A	
Tb927.3.690	Tb927.3.690:mRNA	CMGC/RCK protein kinase, putative	Tb927.3.690	0	N/A	
Tb927.3.720	Tb927.3.720:mRNA	zinc finger protein 3	Tb927.3.720	0	N/A	
Tb927.3.760	Tb927.3.760:mRNA	hypothetical protein, conserved	Tb927.3.760	0	N/A	
Tb927.3.780	Tb927.3.780:mRNA	proteasome alpha 7 subunit	Tb927.3.780	0	N/A	
Tb927.3.800	Tb927.3.800:mRNA	Vacuolar iron transporter 1, putative	Tb927.3.800	3	N/A	
Tb927.3.820	Tb927.3.820:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb927.3.820	0	N/A	
Tb927.3.830	Tb927.3.830:mRNA	flap endonuclease-1 (FEN-1), putative	Tb927.3.830	0	N/A	
Tb927.3.860	Tb927.3.860:mRNA	Acyl carrier protein, mitochondrial	Tb927.3.860	0	NN Sum: 1, NN D: .22, HMM Prob: .52	
Tb927.3.910	Tb927.3.910:mRNA	tubulin gamma chain	Tb927.3.910	0	N/A	
Tb927.3.930	Tb927.3.930:mRNA	dynein heavy chain, putative	Tb927.3.930	0	N/A	
Tb927.3.950	Tb927.3.950:mRNA	2OG-Fe(II) oxygenase superfamily, putative	Tb927.3.950	0	NN Sum: 0, NN D: .35, HMM Prob: .7	
Tb927.4.100	Tb927.4.100:pseudogenic_transcript	retrotransposon hot spot protein 1 (RHS1), interrupted	Tb927.4.100	0	N/A	
Tb927.4.1020	Tb927.4.1020:mRNA	serine-palmitoyl-CoA transferase, putative	Tb927.4.1020	1	NN Sum: 4, NN D: .54, HMM Prob: .98	
Tb927.4.1080	Tb927.4.1080:mRNA	V-type ATPase, A subunit, putative	Tb927.4.1080	0	N/A	
Tb927.4.1100	Tb927.4.1100:mRNA	ribosomal protein L21E (60S), putative	Tb927.4.1100	0	N/A	
Tb927.4.1170	Tb927.4.1170:mRNA	ankyrin, putative	Tb927.4.1170	0	N/A	
Tb927.4.1180	Tb927.4.1180.1:mRNA	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	Tb927.4.1180	0	N/A	
Tb927.4.1180	Tb927.4.1180.2:mRNA	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	Tb927.4.1180	0	N/A	
Tb927.4.1220	Tb927.4.1220:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.4.1220	0	N/A	
Tb927.4.1250	Tb927.4.1250:mRNA	peroxisome biogenesis factor 1, putative	Tb927.4.1250	0	N/A	
Tb927.4.1270	Tb927.4.1270:mRNA	ruvB-like DNA helicase, putative	Tb927.4.1270	0	N/A	
Tb927.4.1300	Tb927.4.1300:mRNA	amidinotransferase, putative	Tb927.4.1300	0	N/A	
Tb927.4.1330	Tb927.4.1330:mRNA	DNA topoisomerase IB, large subunit	Tb927.4.1330	0	N/A	
Tb927.4.1360	Tb927.4.1360:mRNA	Glucose-6-phosphate 1-epimerase, putative	Tb927.4.1360	0	N/A	
Tb927.4.1380	Tb927.4.1380:mRNA	D-Tyr-tRNA(Tyr) deacylase, putative	Tb927.4.1380	0	N/A	
Tb927.4.1500	Tb927.4.1500:mRNA	RNA editing associated helicase 2	Tb927.4.1500	0	N/A	
Tb927.4.1540	Tb927.4.1540:mRNA	NAD dependent epimerase/dehydratase family, putative	Tb927.4.1540	1	N/A	
Tb927.4.1630	Tb927.4.1630:mRNA	ribosomal RNA processing protein 6	Tb927.4.1630	0	N/A	
Tb927.4.1690	Tb927.4.1690:mRNA	Retinal Maintenance, putative	Tb927.4.1690	0	N/A	
Tb927.4.1710	Tb927.4.1710:mRNA	rhodanese-like domain containing protein, putative	Tb927.4.1710	0	N/A	
Tb927.4.1720	Tb927.4.1720:mRNA	Nucleoside diphosphate kinase 3	Tb927.4.1720	0	N/A	
Tb927.4.1740	Tb927.4.1740:mRNA	Component of motile flagella 41	Tb927.4.1740	0	N/A	
Tb927.4.1800	Tb927.4.1800:mRNA	Mitochondrial ribosomal protein L3	Tb927.4.1800	0	N/A	
Tb927.4.1840	Tb927.4.1840:mRNA	Carboxypeptidase-like protein	Tb927.4.1840	0	N/A	
Tb927.4.1850	Tb927.4.1850:mRNA	hypothetical protein, conserved	Tb927.4.1850	0	N/A	
Tb927.4.1860	Tb927.4.1860:mRNA	ribosomal protein S19, putative	Tb927.4.1860	0	N/A	
Tb927.4.1870	Tb927.4.1870:mRNA	Serine/threonine-protein phosphatase 2A catalytic subunit, putative	Tb927.4.1870	0	N/A	
Tb927.4.1890	Tb927.4.1890:mRNA	hypothetical protein, conserved	Tb927.4.1890	0	N/A	
Tb927.4.1920	Tb927.4.1920:mRNA	GPI transamidase subunit 16, putative	Tb927.4.1920	2	NN Sum: 4, NN D: .94, HMM Prob: .99	
Tb927.4.1930	Tb927.4.1930:mRNA	eukaryotic translation initiation factor 3 subunit g	Tb927.4.1930	0	N/A	
Tb927.4.1940	Tb927.4.1940:mRNA	WD domain, G-beta repeat, putative	Tb927.4.1940	0	N/A	
Tb927.4.1970	Tb927.4.1970:mRNA	Domain of unknown function DUF21, putative	Tb927.4.1970	1	NN Sum: 4, NN D: .6, HMM Prob: .34	
Tb927.4.2000	Tb927.4.2000:mRNA	ruvB-like DNA helicase, putative	Tb927.4.2000	0	N/A	
Tb927.4.2010	Tb927.4.2010:mRNA	acyl-CoA binding protein, putative	Tb927.4.2010	0	N/A	
Tb927.4.2020	Tb927.4.2020:mRNA	AP-3 complex subunit mu, putative	Tb927.4.2020	0	N/A	
Tb927.4.2040	Tb927.4.2040:mRNA	DNA/RNA-binding protein Alba 3	Tb927.4.2040	0	N/A	
Tb927.4.2070	Tb927.4.2070:mRNA	antigenic protein, putative	Tb927.4.2070	0	N/A	
Tb927.4.2080	Tb927.4.2080:mRNA	Coiled-coil and C2 domain-containing protein	Tb927.4.2080	0	N/A	
Tb927.4.2110	Tb927.4.2110:mRNA	protein phosphatase 2C, putative	Tb927.4.2110	0	N/A	
Tb927.4.2130	Tb927.4.2130:mRNA	hypothetical protein, conserved	Tb927.4.2130	0	N/A	
Tb927.4.2140	Tb927.4.2140:mRNA	Component of motile flagella 8	Tb927.4.2140	0	N/A	
Tb927.4.2180	Tb927.4.2180:mRNA	60S ribosomal protein L35a, putative	Tb927.4.2180	0	N/A	
Tb927.4.2200	Tb927.4.2200:mRNA	Sec7 domain containing protein, putative	Tb927.4.2200	0	N/A	
Tb927.4.2220	Tb927.4.2220:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.4.2220	0	N/A	
Tb927.4.2240	Tb927.4.2240:mRNA	Aminotransferase class IV, putative	Tb927.4.2240	0	N/A	
Tb927.4.2260	Tb927.4.2260:mRNA	centrin-1	Tb927.4.2260	0	N/A	
Tb927.4.2280	Tb927.4.2280:mRNA	hypothetical protein, conserved	Tb927.4.2280	0	N/A	
Tb927.4.2300	Tb927.4.2300:mRNA	hypothetical protein, conserved	Tb927.4.2300	0	N/A	
Tb927.4.2310	Tb927.4.2310:mRNA	asparaginyl-tRNA synthetase, putative	Tb927.4.2310	0	N/A	
Tb927.4.2320	Tb927.4.2320:mRNA	hypothetical protein, conserved	Tb927.4.2320	2	NN Sum: 4, NN D: .86, HMM Prob: 1	
Tb927.4.2350	Tb927.4.2350:mRNA	twinfilin	Tb927.4.2350	0	N/A	
Tb927.4.2400	Tb927.4.2400:mRNA	hypothetical protein, conserved	Tb927.4.2400	0	N/A	
Tb927.4.2450	Tb927.4.2450:mRNA	protein disulfide isomerase 1	Tb927.4.2450	1	NN Sum: 4, NN D: .85, HMM Prob: 1	
Tb927.4.2530	Tb927.4.2530:mRNA	hypothetical protein, conserved	Tb927.4.2530	4	NN Sum: 4, NN D: .83, HMM Prob: .86	
Tb927.4.2700	Tb927.4.2700:mRNA	Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative	Tb927.4.2700	0	N/A	
Tb927.4.2710	Tb927.4.2710:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.4.2710	0	N/A	
Tb927.4.2740	Tb927.4.2740:mRNA	p25-alpha, putative	Tb927.4.2740	0	N/A	
Tb927.4.2750	Tb927.4.2750:mRNA	hypothetical protein, conserved	Tb927.4.2750	0	N/A	
Tb927.4.2840	Tb927.4.2840:mRNA	hypothetical protein, conserved	Tb927.4.2840	0	N/A	
Tb927.4.2850	Tb927.4.2850:mRNA	hypothetical protein, conserved	Tb927.4.2850	0	N/A	
Tb927.4.2880	Tb927.4.2880:mRNA	Nucleoporin NUP225	Tb927.4.2880	0	N/A	
Tb927.4.3060	Tb927.4.3060:mRNA	hypothetical protein, conserved	Tb927.4.3060	0	N/A	
Tb927.4.3130	Tb927.4.3130:mRNA	Component of motile flagella 18	Tb927.4.3130	0	N/A	
Tb927.4.3140	Tb927.4.3140:mRNA	Ribosome maturation protein SDO1	Tb927.4.3140	0	N/A	
Tb927.4.3150	Tb927.4.3150:mRNA	hypothetical protein, conserved	Tb927.4.3150	0	N/A	
Tb927.4.3160	Tb927.4.3160:mRNA	dihydroxyacetone phosphate acyltransferase, putative	Tb927.4.3160	0	N/A	
Tb927.4.3300	Tb927.4.3300:mRNA	mitochondrial ATP-dependent zinc metallopeptidase, putative	Tb927.4.3300	1	NN Sum: 2, NN D: .38, HMM Prob: .98	
Tb927.4.3310	Tb927.4.3310:mRNA	TPR repeat/SET domain containing protein, putative	Tb927.4.3310	0	N/A	
Tb927.4.3320	Tb927.4.3320:mRNA	uracil phosphoribosyltransferase, putative	Tb927.4.3320	0	N/A	
Tb927.4.3400	Tb927.4.3400:mRNA	hypothetical protein, conserved	Tb927.4.3400	0	N/A	
Tb927.4.3510	Tb927.4.3510:mRNA	DNA-directed RNA polymerase subunit, putative	Tb927.4.3510	0	N/A	
Tb927.4.3560	Tb927.4.3560:mRNA	protein phoshatase 1, putative	Tb927.4.3560	0	N/A	
Tb927.4.3590	Tb927.4.3590:mRNA	translation elongation factor 1-beta, putative	Tb927.4.3590	0	N/A	
