protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.11.2490,0.843269903,0.03974696,13.10254823,0.891372039,0.142227329,0.040913898,11.47495697,3,0.019925468,Tb927.11.2490,"Unc104-like kinesin, putative",1,GO:0008017|microtubule binding; GO:0003774|motor activity; GO:0005871|kinesin complex; GO:0003777|microtubule motor activity; GO:0007018|microtubule-based movement; GO:0005524|ATP binding; GO:0005875|microtubule associated complex; GO:0047496|vesicle transport along microtubule; GO:0005515|protein binding; GO:0005737|cytoplasm,0.681575674,,,,,0.763178665,0.584316244,0.325137953,0.250202685,,,,0.925096096,,0.76123305,0.666123713,0.334881407,0.295796015,,,,0.922160383,0.932588449,0.765491074,0.621250215,0.306357288,0.205891716
Tb927.11.250,0.926142053,0.056759353,21.12039366,2.621119591,0.028387513,0.061120563,15.27449885,7,0.021202207,Tb927.11.250,"ubiquitin carboxyl-terminal hydrolase, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0004843|thiol-dependent ubiquitin-specific protease activity; GO:0005622|intracellular; GO:0005737|cytoplasm,,,0.906456496,0.917950946,,0.806592829,0.614637143,0.368441202,0.288354729,0.937525654,0.932846418,0.932415894,,0.91193916,0.779535253,0.655162043,0.28441354,0.271898458,,,,0.904414893,0.883650492,0.783168686,0.670069691,0.3689818,0.26745104
Tb927.11.2500,0.856897641,0.084582425,21.58277198,4.609541616,0.099698058,0.0885333,17.60422455,10,0.016373381,Tb927.11.2500,Metallocarboxypeptidase 1,1,GO:0036064|ciliary basal body; GO:0006518|peptide metabolic process; GO:0005829|cytosol; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0006508|proteolysis; GO:0004181|metallocarboxypeptidase activity; GO:0005737|cytoplasm,0.948110849,0.931226226,0.927670688,0.921230448,0.866786085,0.760462002,0.680458243,0.444354708,0.332415212,0.941659447,0.92088133,0.925377064,0.920057744,0.890102044,0.766781416,0.688737667,0.417733056,0.333885802,0.949957591,0.926652749,0.937361051,0.919004546,0.86842209,0.78507113,0.674138669,0.4346676,0.335622264
Tb927.11.2510,0.911862936,0.032917918,5.899692496,0.849659298,0.178186206,0.022383115,5.343735693,1,0.028575231,Tb927.11.2510,"NUC173 domain containing protein, putative",1,GO:0005634|nucleus; GO:0005488|binding,0.68847449,,,,0.821695251,0.604077647,0.32979169,0.197360399,0.142533182,,0.938765673,,,0.828603656,0.539788224,0.408981532,0.214675219,0.213435638,,,,0.958311676,0.837622406,0.598871231,0.441652703,0.216729174,0.149287084
Tb927.11.2520,1.002303802,0.099970035,11.03478567,1.828293283,0.230743111,0.034555159,10.50617021,3,0.052656356,Tb927.11.2520,UDP-n-acetylglucosamine pyrophosphorylase,1,GO:0005737|cytoplasm; GO:0016779|nucleotidyltransferase activity; GO:0006011|UDP-glucose metabolic process; GO:0097014|ciliary plasm; GO:0070569|uridylyltransferase activity; GO:0008152|metabolic process; GO:0020015|glycosome,,,,,,0.880444936,0.711861888,0.391009683,0.313928398,,,,,,0.80070697,0.738388011,,,,,,0.919004348,0.875665047,0.790050926,0.719094129,0.395741307,0.307970745
Tb927.11.2530,0.823284741,0.031169994,10.92504626,1.252863397,0.246240738,0.037844409,11.4226161,3,0.020818211,Tb927.11.2530,"Mitochondrial SSU ribosomal protein, putative",1,GO:0048255|mRNA stabilization; GO:0003723|RNA binding; GO:0000963|mitochondrial RNA processing; GO:0031019|mitochondrial mRNA editing complex; GO:0005739|mitochondrion; GO:0020023|kinetoplast; GO:0043631|RNA polyadenylation,,,,0.919541741,0.933344676,0.81725352,0.670742336,0.377638039,0.273708652,,,,0.967985576,0.935341776,0.803870688,0.630763981,0.41281504,0.300292857,,,0.926229329,0.967184452,0.929980567,0.813796083,0.658569334,0.392087946,0.312980674
Tb927.11.2540,0.890620528,0.034971767,21.1431168,1.515711464,0.04622013,0.037624773,15.7588137,8,0.011459922,Tb927.11.2540,"hypothetical protein, conserved",1,GO:0005930|axoneme,0.945181865,0.915739269,0.91227671,0.90790812,0.869672121,0.778651876,0.678006608,0.406694696,0.283239896,0.935884145,0.929144175,0.914511634,0.943507554,0.870690723,0.782659803,0.660613671,0.386215205,0.287561126,0.945197394,0.915379527,0.945913349,0.899410549,0.896605755,0.781729538,0.66931695,0.38875129,0.272358964
Tb927.11.2550,,,,,,,,none,,Tb927.11.2550,"recombinase rad51, putative",0,GO:0006281|DNA repair; GO:0006310|DNA recombination; GO:0005524|ATP binding; GO:0008094|DNA-dependent ATPase activity; GO:0003677|DNA binding; GO:0003684|damaged DNA binding; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,,,,,,,,,,0.622280527,,,,,,,,,0.629431108,0.445419028,,0.115536539
Tb927.11.2560,,,,,,,,none,,Tb927.11.2560,"hypothetical protein, conserved",0,none,,,,,,,0.685324732,,,,,,,,0.75797749,,,,,,,,,,,0.297751375,
Tb927.11.2570,0.927796819,0.464034263,26.4353776,16.85608032,3.83E-10,0.059221315,18.30203615,10,0.014276929,Tb927.11.2570,"hypothetical protein, conserved",1,none,0.936434155,0.919638957,0.905512415,0.905860676,0.889111968,0.816566005,0.657037061,0.395988629,0.305788567,0.944604643,0.911359487,,0.904646663,0.856482371,0.792932765,0.67877353,0.41320698,0.271754564,0.930706918,0.926835896,0.90445269,0.904061385,0.861474092,0.793580303,0.673507755,0.431723807,0.295992207
Tb927.11.2580,1.006064611,,27.56727279,,1.20E-10,,19.08660611,10,0.013433912,Tb927.11.2580,Present in the outer mitochondrial membrane proteome 11,1,GO:0000331|contractile vacuole; GO:0005739|mitochondrion; GO:0005741|mitochondrial outer membrane,0.89942968,,,0.977613581,0.944426986,0.881582842,0.786874769,0.499921433,0.355832996,,,,0.978126805,,0.865307373,0.737091853,0.373557336,0.378607368,,0.927742137,0.931137639,0.915188745,0.922438934,0.869153923,0.771589509,0.497777601,0.357535211
Tb927.11.2590,,,,,,,,none,,Tb927.11.2590,Flagellum attachment zone protein 12,0,GO:0032403|protein-containing complex binding,,,,,,0.761024732,0.478891313,,,,,,,,0.848131285,,,,,,,,0.90917975,0.79225997,,0.229811728,
Tb927.11.260,0.954248936,,25.50703197,,1.50E-10,,17.65855599,10,0.017507585,Tb927.11.260,Putative intraflagellar transport protein F6,1,GO:0005515|protein binding; GO:0035735|intraciliary transport involved in cilium assembly; GO:0035721|intraciliary retrograde transport; GO:0030990|intraciliary transport particle,0.87408894,0.919887399,0.925935286,0.917113957,0.884538222,0.799130889,0.687058433,0.404306957,0.31645926,0.952668464,0.935981447,0.932353059,0.92208322,0.893585427,0.787235782,0.708779827,0.422081762,0.298608044,0.959909394,0.929299933,0.9195659,0.91870334,0.926768016,0.81951535,0.717740103,0.404621359,0.289374413
Tb927.11.2600,0.917498236,,24.74555416,,1.41E-10,,17.1307398,9,0.009724123,Tb927.11.2600,"hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,,0.76899936,0.690721379,0.412819905,0.267176305,,,,,,0.782631849,0.663655869,0.413948242,0.260642738,,,,,,,0.66449907,0.399805481,0.303395474
Tb927.11.2610,1.001700797,0.2988094,24.73443893,8.914010332,1.98E-09,0.111378405,17.12303535,9,0.012850152,Tb927.11.2610,"hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression,0.989100075,0.982803394,0.976292328,0.972049204,0.943732054,0.860357191,0.727221474,0.429846737,0.294484278,0.988795989,0.981518621,0.939454336,0.96989702,0.931368623,0.842324492,0.725012932,0.39354238,0.325796341,0.976651108,0.983876002,0.977814762,0.9708143,0.90578261,0.858338372,0.72380569,0.439710334,0.318137765
Tb927.11.2620,,,,,,,,none,,Tb927.11.2620,"hypothetical protein, conserved",0,GO:0020015|glycosome,,,,,,0.830243483,0.724729866,,0.321057557,,,,,,,0.711700978,0.460816062,0.354395199,,,,,,,,0.437599214,0.305305472
Tb927.11.2630,,,,,,,,none,,Tb927.11.2630,"diphthamide biosynthesis enzyme Dph1/Dph2 domain containing protein, putative",0,GO:0005737|cytoplasm,,,,,,0.732765767,,0.368152724,0.281614688,,,,,,,,0.361271345,0.191217311,,,,0.923731444,0.873639319,0.515353196,0.592284208,0.342413484,0.243946333
Tb927.11.2640,0.908385446,0.011581288,7.174531034,0.461470875,0.159510399,0.006465288,6.330803196,1,0.015449821,Tb927.11.2640,Nucleolar protein 53,1,GO:0003924|GTPase activity; GO:0005634|nucleus; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0005525|GTP binding,,,,0.94850141,,0.595117075,0.471461095,0.230203569,,,,,,0.846364284,0.6305622,0.45451016,0.212133373,0.180447783,,,,0.931723253,0.855250098,0.723358305,0.427538448,0.241671149,0.174403115
Tb927.11.2650,0.968862309,0.158371703,23.55510336,6.644436468,1.48E-09,0.040841433,16.30558221,8,0.015386229,Tb927.11.2650,"heat shock protein 84, putative",1,"GO:0051082|unfolded protein binding; GO:0005524|ATP binding; GO:0006950|response to stress; GO:0042623|ATPase activity, coupled; GO:0005739|mitochondrion; GO:0006457|protein folding; GO:0020023|kinetoplast",0.95845795,0.933739958,0.934518421,0.926660518,0.898861619,0.801477657,0.672306135,0.397304062,0.298176238,0.951134615,0.939159841,0.932491739,0.933279695,0.900986674,0.817143868,0.662231001,0.387118526,0.30700436,0.948632519,0.933121082,0.937631487,0.932348941,0.898804975,0.815886664,0.66921895,0.399457449,0.297322197
Tb927.11.2660,0.808204278,0.073031246,16.41162313,5.125922695,0.092839391,0.103849525,13.35288231,5,0.010797024,Tb927.11.2660,"Golgi reassembly stacking protein (GRASP homologue), putative",1,GO:0005515|protein binding; GO:0005795|Golgi stack; GO:0007030|Golgi organization; GO:0005794|Golgi apparatus,,,,,,,0.621498365,0.284094425,0.277883651,,,,,,0.726674768,0.636832184,0.337602057,0.21330353,,,,,0.829637955,0.725778766,0.575225398,0.338385985,0.247945681
Tb927.11.2670,0.85650495,0.056528087,17.32693214,2.330383321,0.093034897,0.056556306,13.97732242,6,0.013243423,Tb927.11.2670,Nucleoporin NUP59,1,GO:0005634|nucleus; GO:0005654|nucleoplasm,0.949888224,0.927809362,0.91819431,0.914790557,0.87934298,0.791328805,0.658052176,0.360995927,0.2528783,,0.918197941,0.928787436,0.91230914,0.858141173,0.756971003,0.59365228,0.367491754,0.264590923,0.949229859,0.926369442,0.905032039,0.923901984,0.871996387,0.792019996,0.613832214,0.372932479,0.265198642
Tb927.11.2680,,,,,,,,none,,Tb927.11.2680,"ATP synthase regulation protein NCA2, putative",0,GO:0005739|mitochondrion,,,,,,,0.595414903,,,,,,,,,0.621213321,0.319406679,,,,,,,0.669607784,,,
Tb927.11.2690,0.939407814,0.075048034,25.5784295,3.264950755,6.46E-08,0.080083584,17.70804674,10,0.018227568,Tb927.11.2690,"Succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial",1,GO:0008410|CoA-transferase activity; GO:0008152|metabolic process; GO:0046952|ketone body catabolic process; GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.939373519,0.959536474,0.910279521,0.945842888,0.87657467,0.79358168,0.6611432,0.406686537,0.320501165,0.93888515,0.924546602,0.912438444,0.925973854,0.885146031,0.80255068,0.672797881,0.362729485,0.321767175,0.939800337,0.915466887,0.925731992,0.967573667,0.874929793,0.834131886,0.685863248,0.430506288,0.305960265
Tb927.11.270,,,,,,,,none,,Tb927.11.270,mitochondrial carrier protein,0,GO:0005743|mitochondrial inner membrane; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0020023|kinetoplast,,,,,0.802095974,0.609977119,0.459438254,0.141461767,0.153643508,,,,0.706373591,,,0.484745333,0.274303718,,,,,,,,0.397012213,0.224316383,
Tb927.11.2730,1.006300851,,25.46441054,,6.87E-12,,17.62901306,10,0.005833209,Tb927.11.2730,UDP-galactose 4-epimerase,1,GO:0003824|catalytic activity; GO:0003978|UDP-glucose 4-epimerase activity; GO:0050662|coenzyme binding; GO:0006012|galactose metabolic process; GO:0020015|glycosome,,,,,0.935975458,0.863696989,0.753366836,0.447334496,0.330447591,,,,,0.926110125,0.85100943,0.74445629,0.464216266,0.352431712,0.936243143,,,,,0.826590555,0.728711703,0.464862848,0.321354134
Tb927.11.2740,0.897211036,,29.58482851,,2.51E-10,,20.48506917,10,0.035992519,Tb927.11.2740,"hypothetical protein, conserved",1,none,,,,,0.839839002,0.847912615,0.751362615,0.454402579,0.346954231,,,,,,0.799339628,0.750259678,0.359772003,0.351881854,,,,0.974889112,0.836631921,0.876441612,0.712172204,0.459901863,0.344199457
Tb927.11.2750,1.022849926,,20.88756711,,1.21E-09,,14.45658697,6,0.069644546,Tb927.11.2750,Present in the outer mitochondrial membrane proteome 12,1,GO:0005741|mitochondrial outer membrane; GO:0005737|cytoplasm,,0.669391977,0.94858571,0.906838857,0.885591127,0.811893632,0.719219409,0.386309506,0.272332571,,0.910820771,0.876662395,0.977278308,0.873233427,0.868886306,0.706006989,0.393546203,0.261583722,0.923443169,0.936789427,0.908928221,0.956322496,0.950983931,0.845645912,0.718102987,0.389613578,0.274390397
Tb927.11.2760,,,,,,,,none,,Tb927.11.2760,"hypothetical protein, conserved",0,GO:0005634|nucleus,,,,,0.89067746,0.75500576,,,,,,,,0.839191074,0.646520357,0.50490336,0.293321881,,,,,,,,,,
Tb927.11.2770,,,,,,,,none,,Tb927.11.2770,"hypothetical protein, conserved",0,none,,,,,,,,,0.305984625,,,,,,,,0.309984827,,,,,,,,0.748108884,,
Tb927.11.2790,0.876604196,0.055306477,12.76232679,4.643739716,0.189299938,0.108808805,11.92182824,4,0.042312886,Tb927.11.2790,"Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1, putative",1,GO:0005930|axoneme; GO:0005737|cytoplasm,,,,,,0.828368773,,0.374226659,0.302156829,,,,,0.888992684,,0.668961486,0.359550562,0.28698738,,0.920816989,,,0.838806151,0.834832757,0.757577794,0.364868361,0.31607574
Tb927.11.280,0.814535573,0.010211682,10.70122481,0.919781976,0.206410307,0.014563655,10.51415395,3,0.013302933,Tb927.11.280,"hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,,,0.505418394,0.37994902,0.273113314,,,,0.951698047,0.913415142,0.769800614,0.581849334,0.260210958,0.264006587,,0.937036945,0.916957684,0.895995533,0.883448839,0.762293802,0.616382867,0.319585846,0.260758756
Tb927.11.2800,,,,,,,,none,,Tb927.11.2800,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.2810,0.788048476,0.032982212,9.965526253,1.673991099,0.209888863,0.037725257,9.962786126,2,0.013203995,Tb927.11.2810;Tb927.11.2810,"Protein of unknown function (DUF3773), putative;Protein of unknown function (DUF3773), putative",1,none,,,,,,0.814665167,0.571973052,0.28974547,0.237428923,,,,0.949379892,,,0.644961557,0.324103785,0.253266976,,0.788892628,,0.892878559,0.9313278,,0.52914167,0.322264908,0.311708763
Tb927.11.2830,,,,,,,,none,,Tb927.11.2830,"hypothetical protein, conserved",0,none,,,,,,0.762074856,,,,,,,,,,,,,,,,,0.682807868,,0.469290027,0.293683809,
Tb927.11.2840,0.943033906,0.014168332,10.29866394,1.340303058,0.202752937,0.029101762,9.602407742,2,0.014387234,Tb927.11.2840,"magnesium-dependent phosphatase-1/HAD phosphatase, family IIIC, putative",1,GO:0016791|phosphatase activity,,,,,,,0.707971157,0.319553868,0.245311091,,,,,0.921650816,0.849295818,0.597893837,0.32591523,0.261508161,,,0.851204703,0.958712354,,0.834924553,0.732046383,0.360097864,0.295106197
Tb927.11.2860,,,,,,,,none,,Tb927.11.2860,"hypothetical protein, conserved",0,GO:0005515|protein binding,,,,,0.856881851,0.730243414,0.55028167,0.155156408,,,,,0.883705069,,0.878378505,0.547600878,,,,,,,,,0.510663718,,
Tb927.11.2880,,,,,,,,none,,Tb927.11.2880,"kinesin, putative",0,GO:0005819|spindle; GO:0051233|spindle midzone; GO:0008017|microtubule binding; GO:0005871|kinesin complex; GO:0003774|motor activity; GO:0007018|microtubule-based movement; GO:0003777|microtubule motor activity; GO:0005634|nucleus; GO:0005524|ATP binding; GO:0005875|microtubule associated complex; GO:0051225|spindle assembly; GO:0032133|chromosome passenger complex; GO:0005515|protein binding; GO:0007059|chromosome segregation; GO:0000281|mitotic cytokinesis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.2890,,,,,,,,none,,Tb927.11.2890,"hypothetical protein, conserved",0,none,,,,,,0.459145146,0.387802512,,,,,,,,,0.35900426,,,,,,,0.720055272,0.597551943,0.415139024,,
Tb927.11.290,,,,,,,,none,,Tb927.11.290,"Phosphatase and tensin homolog, putative",0,GO:0016791|phosphatase activity; GO:0044145|modulation of development of symbiont involved in interaction with host; GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0052106|quorum sensing involved in interaction with host; GO:0006470|protein dephosphorylation; GO:0016311|dephosphorylation; GO:0005737|cytoplasm,,,,,0.955626999,0.810990212,0.64464087,0.328557458,0.196188752,,,,,,0.846241533,,,,,,,,,0.845619762,0.650286627,0.340556521,0.198905657
Tb927.11.2900,,,,,,,,none,,Tb927.11.2900,"HIT zinc finger, putative",0,GO:0010608|posttranscriptional regulation of gene expression; GO:0005634|nucleus; GO:0005654|nucleoplasm,,,,,,,,,,,,,,,,,,,,,,,,0.663588928,0.405128105,,
Tb927.11.2910,0.945943497,0.055953628,19.05041888,6.263707824,0.108884063,0.118334993,15.50900024,8,0.020455616,Tb927.11.2910,"phosphoglycerate mutase, putative",1,GO:0006096|glycolytic process; GO:0050897|cobalt ion binding; GO:0020023|kinetoplast; GO:0004619|phosphoglycerate mutase activity; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,0.676487216,0.461584178,,,,,,,0.904278979,0.721965117,0.316950607,0.317337451,,,,,0.944740137,0.830627561,0.7409751,0.42115347,0.336547183
Tb927.11.2920,,,,,,,,none,,Tb927.11.2920,"glycerolphosphate mutase, putative",0,GO:0005739|mitochondrion; GO:0003824|catalytic activity; GO:0005737|cytoplasm; GO:0020023|kinetoplast,,,,,,,,0.401364136,,,,,,,,0.728694191,,0.326813596,,,,,,0.825527796,,,
Tb927.11.2930,0.758183915,0.044773743,10.55359512,1.516240397,0.176142569,0.045500074,10.07560252,2,0.017314339,Tb927.11.2930,"membrane-associated protein, putative",1,GO:0005739|mitochondrion,0.945190858,0.909632445,,,0.784226513,,0.531127507,0.321195905,0.190472886,0.932633431,0.888113575,,0.870661144,,0.650562005,0.554444567,0.293633839,0.229842395,0.941989958,,,,0.805371046,,0.520538838,0.348740156,
Tb927.11.2940,0.807075894,0.010916203,8.842960255,0.438852661,0.260842644,0.014067194,9.547793746,2,0.010755379,Tb927.11.2940,"hypothetical protein, conserved",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm; GO:0005488|binding,,,,,,0.761895323,0.53493026,0.360485106,0.268237426,,,,0.943391348,0.905912384,0.714041189,0.578564839,0.364335461,0.307094074,,,,,0.903262066,0.781853007,0.595838481,0.33287078,0.287889549
Tb927.11.2950,0.81725253,0.014195433,12.85851986,0.698013359,0.229157637,0.018572346,13.11225715,5,0.060645685,Tb927.11.2950,Nucleoporin NUP89,1,GO:0031080|nuclear pore outer ring; GO:0005634|nucleus; GO:0005643|nuclear pore; GO:0017056|structural constituent of nuclear pore,0.941332593,,0.945685776,0.633210877,0.935997106,0.792442269,0.675576559,0.400435331,0.291229423,,,,0.921415757,0.922941177,0.837087289,0.665245107,0.41034753,0.311859875,,,,0.959098138,0.935701263,0.826913073,0.669298557,0.405943426,0.314988458
Tb927.11.2960,,,,,,,,none,,Tb927.11.2960,"hypothetical protein, conserved",0,GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,0.705391388,0.605550201,0.356135089,0.227797971,,,,0.720240842,,,,,0.43059769,,,,,0.889615724,0.759104032,0.624317199,0.197950532,0.283226096
Tb927.11.2970,,,,,,,,none,,Tb927.11.2970,"hypothetical protein, conserved",0,GO:0097014|ciliary plasm; GO:0005737|cytoplasm; GO:0005488|binding; GO:0097542|ciliary tip,,,,,0.826311191,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.2990,,,,,,,,none,,Tb927.11.2990,KREPB4,0,GO:0009451|RNA modification; GO:0003723|RNA binding; GO:0045293|mRNA editing complex; GO:0031019|mitochondrial mRNA editing complex; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,0.818681431,,0.427890954,,,,,,,0.840607562,,,,,,,,,0.836048361,0.650095193,,0.326537062
Tb927.11.300,,,,,,,,none,,Tb927.11.300,"hypothetical protein, conserved",0,GO:0052106|quorum sensing involved in interaction with host; GO:0044145|modulation of development of symbiont involved in interaction with host,,,,,,,,0.33676915,,,,,,,,0.742270529,,0.344314525,,,,,0.897186467,0.823402396,0.63376457,0.42435112,0.277558514
Tb927.9.9210,0.84188884,0.013962231,10.68040285,1.026545852,0.222640089,0.01614871,10.65235026,3,0.01052096,Tb927.9.9210;Tb927.11.3000,"60S ribosomal protein L37, putative;60S ribosomal protein L37, putative",1,GO:0006412|translation; GO:0005840|ribosome; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus,0.990627408,,,,0.926829145,0.813905213,0.795948242,0.334845668,,,,,0.964131473,0.91354025,0.835989389,0.620840995,0.32757703,0.282581313,,,,,0.91233599,0.797174184,0.640777647,0.347205914,0.285949619
Tb927.11.3010,,,,,,,,none,,Tb927.11.3010,ribonuclease P,0,GO:0005739|mitochondrion; GO:0004526|ribonuclease P activity,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3020,,,,,,,,none,,Tb927.11.3020,"hypothetical protein, conserved",0,none,,,,,,,0.722150983,0.446270687,,,,,,,,,,,,,,,,,,,
Tb927.11.3030,0.8430659,0.08473233,17.247161,2.787815535,0.114467643,0.085629771,14.44545968,6,0.017486774,Tb927.11.3030,"phosphoribosylpyrophosphate synthetase, putative",1,GO:0005524|ATP binding; GO:0009165|nucleotide biosynthetic process; GO:0016021|integral component of membrane; GO:0004749|ribose phosphate diphosphokinase activity; GO:0000287|magnesium ion binding; GO:0020015|glycosome,0.949283922,0.938691463,0.932928733,0.917532717,0.911126613,0.793494486,0.633248535,0.383580745,0.286427654,0.954098363,0.971570439,0.940233505,0.92581461,0.899653697,0.771613656,0.639856748,0.365437817,0.27135559,0.954726545,0.947639819,0.944601073,0.955043975,0.918140815,0.783117914,0.629649735,0.402327322,0.300911596
Tb927.11.3050,,,,,,,,none,,Tb927.11.3050,hypothetical protein,0,GO:0035869|ciliary transition zone; GO:0036064|ciliary basal body,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3060,0.956517695,0.0459888,20.06986284,1.944138989,0.047455975,0.053073966,14.90949493,7,0.017298025,Tb927.11.3060,"Phosphate transport (Pho88), putative",1,GO:0005635|nuclear envelope; GO:0045047|protein targeting to ER; GO:0005783|endoplasmic reticulum,,,,,0.898718692,0.852002817,0.680325019,0.434609844,0.313631409,,,,,,0.765398781,0.692834586,,0.291739348,,,,0.940573555,0.932147421,0.80897601,0.686493402,0.303648234,0.254065511
Tb927.11.3070,0.763180619,0.057773981,14.24931904,4.226008715,0.166948379,0.085578447,13.36527198,5,0.022464803,Tb927.11.3070,"ribosome assembly protein RRB1, putative",1,GO:0005515|protein binding; GO:0042254|ribosome biogenesis; GO:0005730|nucleolus; GO:0005634|nucleus,,,,0.959183946,,0.733170598,0.56067394,0.349313972,0.26779378,,,,,0.905171979,0.743689594,0.593413251,0.271834214,0.264757846,,,,,,0.750992428,0.621522049,,0.313144261
Tb927.11.3080,,,,,,,,none,,Tb927.11.3080,"vesicular protein trafficking mediator, putative",0,GO:0007034|vacuolar transport; GO:0016192|vesicle-mediated transport,,,,,,,,,,,,,,0.519961701,0.285899166,,,,,,,,0.647604593,0.363658049,,,
Tb927.11.3090,,,,,,,,none,,Tb927.11.3090,"LisH domain-containing protein FOPNL, putative",0,GO:0005815|microtubule organizing center; GO:0036064|ciliary basal body; GO:0031514|motile cilium; GO:0005515|protein binding; GO:0060271|cilium assembly; GO:0034453|microtubule anchoring,,,0.91255013,,0.864844132,0.697952269,0.491515662,0.325807502,0.179912772,,,,,,0.655489563,0.536975565,0.23811286,,,,,,,,0.534982116,,
Tb927.11.3100,,,,,,,,none,,Tb927.11.3100,Present in the outer mitochondrial membrane proteome 13,0,GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005741|mitochondrial outer membrane,0.526154257,,,,,0.856071246,,,0.318569711,,,,,,0.860872206,0.756901446,,,,,,,,0.873117005,0.717257368,,
Tb927.11.3110,,,,,,,,none,,Tb927.11.3110,"hypothetical protein, conserved",0,GO:0005515|protein binding,,,,,,,,,,,,,,,,0.70573419,,,,,,,,,,0.367212531,0.212886905
Tb927.11.3120,0.903850146,0.014715458,4.768199337,0.375104371,0.047685723,0.004035614,3.540247668,1,0.023886465,Tb927.11.3120,nucleolar GTP-binding protein 1,1,GO:0005634|nucleus; GO:0042254|ribosome biogenesis; GO:0005730|nucleolus; GO:0005525|GTP binding,,,0.92295617,0.786002706,0.695143848,0.370622709,0.215346448,0.06590223,0.053323623,,0.90658634,0.865851908,0.808746389,0.643563573,0.376302335,0.20714691,0.089760414,0.048351492,0.961141869,0.88798891,0.861186454,0.827637598,0.650046656,0.420194246,0.260112486,0.063267577,0.047605469
Tb927.11.3130,0.896331952,0.102752051,21.1194041,5.063567275,0.050215654,0.117895606,15.83310815,8,0.010114494,Tb927.11.3130,glycosomal transporter (GAT2),1,"GO:0015908|fatty acid transport; GO:0055085|transmembrane transport; GO:0005524|ATP binding; GO:0042626|ATPase activity, coupled to transmembrane movement of substances; GO:0016021|integral component of membrane; GO:0046860|glycosome membrane; GO:0020015|glycosome; GO:0016887|ATPase activity",,,,,0.911445688,0.788753859,0.651161317,0.405289096,0.284453176,,,,,0.873707077,0.780494059,0.686263756,0.390328299,0.237848016,,,,,0.857978601,0.799836261,0.622237823,0.401924296,0.30319266
Tb927.11.3140,,,,,,,,none,,Tb927.11.3140,"dual specificity tyrosine-phosphorylation-regulated kinase 2, putative",0,GO:0004674|protein serine/threonine kinase activity; GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3160,0.923020763,0.080306095,16.65753961,6.317542458,0.108838567,0.128566183,13.61063151,5,0.046183412,Tb927.11.3160,"hypothetical protein, conserved",1,none,,,,,0.775360147,0.859972674,0.672027008,0.394288303,0.296315569,,,,0.911030689,,0.832963102,0.690572274,0.399347194,0.273767123,,,,,0.875488429,0.838380018,0.655431045,0.331980434,0.275016039
Tb927.11.3180,,,,,,,,none,,Tb927.11.3180,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3190,,,,,,,,none,,Tb927.11.3190;Tb927.11.3190,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005515|protein binding; GO:0005634|nucleus; GO:0005488|binding,,,,,,0.771868452,0.512437595,0.240600893,,,,,,,,0.553524912,,0.219217757,,,,,0.856393855,0.678356256,0.532314798,,0.199902611
