protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.11.5700,0.90260798,,9.522045759,,2.57E-11,,6.559643759,8,0.065654183,Tb927.11.5700,"hypothetical protein, conserved",1,none,0.445524336,0.797245885,0.737562065,0.71338642,0.592173414,0.363220887,0.246654539,0.900974082,0.861777298,0.77831072,0.748019469,0.5960122,0.384913333,0.249277723,0.888790074,0.823129326,0.726814793,0.736555949,0.599089516,0.401912787,0.231768832
Tb927.11.5710,0.702570993,0.073473299,4.340575743,1.701525446,0.318063587,0.094027333,5.549298532,5,0.053247601,Tb927.11.5710,"chaperone protein DnaJ, putative",1,GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0006457|protein folding; GO:0005737|cytoplasm,,0.955455095,,0.721731673,0.612018966,0.425792865,0.287164988,0.873883435,,0.782545455,0.758382744,0.7689509,0.42952893,0.314744548,,0.940721586,0.841075622,0.772228993,0.586680231,0.446331694,0.216588659
Tb927.11.5730,0.988276911,,8.54774675,,5.38E-10,,5.884311153,6,0.018810699,Tb927.11.5730,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative",1,"GO:0005634|nucleus; GO:0004386|helicase activity; GO:0005524|ATP binding; GO:0000375|RNA splicing, via transesterification reactions; GO:0000398|mRNA splicing, via spliceosome; GO:0003676|nucleic acid binding; GO:0008380|RNA splicing; GO:0004004|ATP-dependent RNA helicase activity",0.236523894,1.00405151,0.899871216,0.764151394,0.647327305,0.372387748,0.271374539,,0.857336767,0.798751188,0.687069614,0.611749699,0.422928435,0.246904511,,0.889992295,,0.821340512,0.620771999,0.418019239,0.223023896
Tb927.11.5740,,,,,,,,none,,Tb927.11.5740,formin-like protein,0,GO:0003779|actin binding; GO:0005739|mitochondrion; GO:0051286|cell tip; GO:0005737|cytoplasm,,,,,0.687538965,,0.622507419,,,,0.845369818,,0.503577137,0.253803996,,,,,0.55448203,0.544821049,0.463335927
Tb927.11.5750,0.983920631,0.087420906,7.13654919,2.809215732,0.089538514,0.144531425,5.581477148,none,0.108110125,Tb927.11.5750,SUMO-interacting motif-containing protein,0,GO:0035869|ciliary transition zone,,1.000455291,0.535325096,0.825900476,0.672582193,0.380256383,0.362491412,,0.981616981,0.8863381,0.832819394,0.58913096,0.40128777,0.2915511,,0.577893811,0.770377579,0.861219984,0.619216355,0.471149437,0.253524331
Tb927.11.5760,,,,,,,,none,,Tb927.11.5760,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.91024581,0.747977988,0.737833419,,0.527789995,,0.032926124,,,,0.664628588,0.48133778,0.467549443,0.025151215,,,,,0.495698533,0.314409465,
Tb927.11.5770,,,,,,,,none,,Tb927.11.5770,"hypothetical protein, conserved",0,GO:0097543|ciliary inversin compartment; GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,0.793366545,0.619502644,,,,1.025445056,,0.609052421,0.529788428,0.462802123,,0.118832782,,,0.763687927,0.630725249,0.486947082,0.354175865
Tb927.11.5780,0.885037847,0.034259604,4.269220917,0.370964591,0.12915622,0.035003509,3.58288894,1,0.019491349,Tb927.11.5780,"DNA-directed RNA polymerase, mitochondrial",1,"GO:0001065|mitochondrial single subunit type RNA polymerase activity; GO:0005739|mitochondrion; GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006390|mitochondrial transcription; GO:0097014|ciliary plasm; GO:0006351|transcription, DNA-templated; GO:0006264|mitochondrial DNA replication; GO:0005737|cytoplasm",1.025621715,0.858142526,0.749540293,0.658478262,0.559546106,0.241375669,,,1.004630866,,0.700163556,0.45895967,0.287032428,0.176094713,1.002642484,0.980437023,,0.673140973,0.498243667,0.261782356,
Tb927.11.5790,,,,,,,,none,,Tb927.11.5790,"hypothetical protein, conserved",0,GO:0005930|axoneme; GO:0005737|cytoplasm; GO:0005929|cilium,,,,,,,,,,,,,,,,,,,,,
Tb927.11.580,,,,,,,,none,,Tb927.11.580,"lipid-like atypical dual specificity phosphatase, putative",0,none,,,0.882521969,0.831115329,0.616317448,0.34744283,0.212809893,,0.979531429,,0.707150864,0.665829756,0.397084186,0.218531058,,,,0.593588859,0.684088159,0.433652587,
Tb927.11.5800,,,,,,,,none,,Tb927.11.5800,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,0.756005109,,,,,,,,0.636721182,0.344505235,0.171768659,,,,,0.58707908,,0.17298755
Tb927.11.5810,0.970332243,0.009004642,2.475044189,0.051727025,0.113558118,0.009216256,1.975810217,1,0.007021013,Tb927.11.5810,"Surfeit locus protein 6, putative",1,none,,0.892456846,0.69720335,0.545485697,0.303360368,0.137853867,,,0.912722421,0.789033921,0.537537585,0.26150475,0.132101318,0.204032838,,0.916003145,0.751100691,0.555976965,0.358852524,0.183962528,
Tb927.11.5820,1.096369478,,8.377384003,,2.38E-11,,5.76622469,6,0.014458384,Tb927.11.5820,"Inhibitor of apoptosis-promoting Bax1, putative",1,GO:0005739|mitochondrion,,1.00063648,0.97313792,0.851432539,0.697171865,0.434216004,0.285788775,,,0.967412688,0.884421135,0.71053555,0.390968855,0.246701293,,,,0.812089773,0.70963288,0.415084746,0.256198225
Tb927.11.5830,,,,,,,,none,,Tb927.11.5830,"YL1 nuclear protein, putative",0,"GO:0005737|cytoplasm; GO:0005634|nucleus; GO:0006338|chromatin remodeling; GO:0043486|histone exchange; GO:0005654|nucleoplasm; GO:0006355|regulation of transcription, DNA-templated",,,,,,,,,,,,,,,,,,,,,
Tb927.11.5840,0.945752213,0.100318777,5.110060608,0.930447857,2.96E-09,0.048903275,3.501488707,1,0.03494373,Tb927.11.5840,"Protein translation factor SUI1 homolog, putative",1,GO:0003743|translation initiation factor activity; GO:0006413|translational initiation; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,0.941577522,0.902255277,0.817524402,0.707677304,0.429903156,0.173983407,0.117944202,0.934553991,0.898426351,0.852676415,0.692256861,0.433166214,0.187790943,0.117864828,0.9371567,0.915610057,0.845124811,0.66246449,0.424855789,0.192756365,0.072167613
Tb927.11.5850,0.895437627,0.00575143,5.517270309,0.147252157,0.046234253,0.007117221,4.073136503,2,0.005479878,Tb927.11.5850,"RNA-binding protein 38, putative",1,GO:0003729|mRNA binding; GO:0003723|RNA binding; GO:0005829|cytosol; GO:0010608|posttranscriptional regulation of gene expression; GO:0003676|nucleic acid binding; GO:0005737|cytoplasm,0.967072315,0.880567656,0.764848516,0.651125396,0.456775823,0.209345691,0.159584988,0.901124649,0.832583361,0.811722767,0.687158823,0.500190192,0.27417801,0.14140074,0.941636535,0.876424091,0.824193436,0.669899219,0.487652495,0.25089194,0.155426164
Tb927.11.5860,0.958929282,0.328450086,10.69282763,9.55907135,1.97E-09,0.139052196,7.371167932,10,0.021774507,Tb927.11.5860,"AGC/RSK family serine/threonine kinase, putative",1,GO:0031981|nuclear lumen; GO:0004672|protein kinase activity; GO:0097014|ciliary plasm; GO:0004674|protein serine/threonine kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation; GO:0005737|cytoplasm,,,,0.803760855,0.700981274,,,,,,0.709080984,0.676388494,0.404404696,0.279106656,0.863311656,0.713444302,,,0.645962625,0.478928818,0.337274953
Tb927.11.5870,0.907266911,1.307115758,12.00205005,22.56325409,1.60E-07,0.453637635,8.278653844,10,0.08553449,Tb927.11.5870,"hypothetical protein, conserved",1,GO:0005634|nucleus,,0.876662673,0.964357508,0.764658491,0.56104129,0.54257504,,,0.68552012,0.975172358,0.508755325,0.788802831,0.510198276,,,,0.822748842,0.642359686,0.783877492,0.26273501,
Tb927.11.5880,,,,,,,,none,,Tb927.11.5880,"LSU ribosomal protein, mitochondrial, putative",0,GO:0031981|nuclear lumen; GO:0005762|mitochondrial large ribosomal subunit; GO:0097014|ciliary plasm; GO:0020023|kinetoplast; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,0.686078465,0.433825575,,,,,,0.598006373,0.426663162,,0.124309146,,,0.931197791,0.747906497,0.446270337,,
Tb927.11.5890,0.980688288,,10.9127163,,2.84E-09,,7.523583154,10,0.048688662,Tb927.11.5890,"Domain of unknown function (DUF4505), putative",1,GO:0005930|axoneme; GO:0005737|cytoplasm,0.914804072,0.913155482,,0.830088221,0.673604905,0.432403005,0.332377954,0.872639659,0.914994436,0.805083856,0.850078162,0.696797863,0.392674983,0.309231935,0.859032754,0.94483426,0.876158949,0.843308685,0.684096466,0.456688319,0.273688205
Tb927.11.5910,1.010104486,,9.660766222,,5.35E-11,,6.655797457,9,0.027322603,Tb927.11.5910,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative",1,none,0.957195225,0.974707163,0.879755927,0.808583242,0.641170438,0.434818622,0.268192704,0.902574906,0.964305632,0.904880294,0.719172197,0.646163071,0.44901419,0.24489597,1.026892088,1.037617199,0.968977607,0.831636942,0.684113478,0.446601238,0.295243478
Tb927.11.5990,0.498576541,0.047822554,1.989135586,0.497397178,0.255539956,0.03211544,2.725491314,1,0.033192786,Tb927.11.5990,"LSU ribosomal protein, mitochondrial, putative",1,GO:0009451|RNA modification; GO:0003723|RNA binding; GO:0005762|mitochondrial large ribosomal subunit; GO:0001522|pseudouridine synthesis; GO:0009982|pseudouridine synthase activity; GO:0005739|mitochondrion,0.623002377,0.659530971,0.595635685,0.535439271,0.314839772,,,,0.600492509,0.561999923,0.464417819,0.326834056,0.271250945,0.260558691,,0.589801632,0.544271808,,0.320199584,0.190607012,0.310385408
Tb927.11.600,0.783690533,0.01155864,4.72535724,0.50800838,0.122197226,0.018034417,4.02593525,2,0.021294402,Tb927.11.600,"Mitochondrial ATP synthase subunit, putative",1,GO:0020023|kinetoplast; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0005753|mitochondrial proton-transporting ATP synthase complex,0.879153838,0.826708595,0.763173191,0.617990639,0.416089505,0.207102451,0.178624035,0.909317546,0.831733092,0.731677016,0.656824109,0.451810275,,0.181774861,0.861007535,0.824736295,0.776882158,0.664374125,0.364634625,0.292079755,0.186451734
Tb927.11.6000,0.768469541,0.059638736,7.83436137,1.340276833,0.066147025,0.06859931,6.089723182,7,0.015589452,Tb927.11.6000,mitochondrial ribosomal protein L4,1,GO:0006412|translation; GO:0005762|mitochondrial large ribosomal subunit; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,0.789351635,0.714498244,0.644264905,0.513564859,0.371799337,0.221712212,0.918261099,0.770144449,0.812232114,0.672405818,0.540405184,0.335909777,0.244573501,,0.821845083,0.767933552,0.629723814,0.525187166,0.397727019,0.19998899
Tb927.11.6010,1.065622348,,8.332498131,,9.36E-12,,5.735112174,6,0.030088868,Tb927.11.6010,"conserved protein, unknown function",1,GO:0010608|posttranscriptional regulation of gene expression; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,0.993491152,0.899390531,0.876423233,0.733377729,0.401087838,0.248325505,,0.987267278,0.977617895,0.898011606,0.701362777,0.393268506,0.237180131,1.018109062,1.000043784,0.955146361,0.874557943,0.697677443,0.413100688,0.216695283
Tb927.11.6030,,,,,,,,none,,Tb927.11.6030,"ras-like small GTPase, putative",0,GO:0003924|GTPase activity; GO:0007264|small GTPase mediated signal transduction; GO:0007165|signal transduction; GO:0016020|membrane; GO:0005525|GTP binding,,,,,,,,,,,,,,,,,,,,,
Tb927.11.6040,,,,,,,,none,,Tb927.11.6040,"Nodulin-like, putative",0,GO:0016021|integral component of membrane; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.11.6050,0.990126919,,10.1549481,,6.02E-14,,6.998338233,9,0.021205739,Tb927.11.6050,"Flagellar-associated PapD-like, putative",1,GO:0005930|axoneme,0.953594825,0.898169815,0.884215357,0.823388914,0.680434984,0.433330239,0.290617073,0.976195103,0.949260662,0.928954262,0.87039064,0.65100488,0.466089472,0.257005513,0.899905743,0.990749937,0.891051228,0.817094768,0.682354845,0.445192245,0.31388558
Tb927.11.6070,1.028587533,,10.28244875,,2.18E-09,,7.086714969,10,0.01889508,Tb927.11.6070,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005737|cytoplasm; GO:0005488|binding,0.99549256,0.921530898,0.909297412,0.876611395,0.709807021,0.472649718,0.320109591,1.019358034,0.962497349,0.936474395,0.88388406,0.720301589,0.474342957,0.285389081,0.998371761,1.003162742,0.918990033,0.861521226,0.701711982,0.464234004,0.30815031
Tb927.11.6080,,,,,,,,none,,Tb927.11.6080,"hypothetical protein, conserved",0,none,,,,0.750155691,0.480958983,0.272928531,0.300196547,,,0.864899815,0.726840951,,0.22448705,,,,,,0.513130613,0.265200204,0.239156397
Tb927.11.610,1.015685366,,9.30880432,,1.11E-10,,6.411836058,8,0.035438988,Tb927.11.610,"hypothetical protein, conserved",1,GO:0005737|cytoplasm,0.996418454,0.99311395,0.952178283,0.897990594,0.666311258,0.433527621,0.264924575,0.986340244,0.950127845,0.920225009,0.909082552,0.716287711,0.442558401,0.24514868,1.003441233,0.936841896,0.941191546,0.875819972,0.714269959,0.416885694,0.263711952
Tb927.11.6100,,,,,,,,none,,Tb927.11.6100,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,,,0.58113496,0.417482897,0.277180836,0.69246318,,,,0.57389032,,0.320322368,,,,0.679859427,0.609680677,,
Tb927.11.6130,0.930250406,0.025384027,6.05915902,0.625818763,0.036726519,0.031039118,4.401065334,2,0.016549682,Tb927.11.6130,SKP1-like protein,1,GO:0005737|cytoplasm; GO:0010608|posttranscriptional regulation of gene expression; GO:0005930|axoneme; GO:0006511|ubiquitin-dependent protein catabolic process,0.950586274,0.923695074,0.823878756,0.694738446,0.490743036,0.267695738,0.185522645,0.954580085,0.915267633,0.832712289,0.717669106,0.494988049,0.280516248,0.167767953,0.938589206,0.941177733,0.832222494,0.730159945,0.515820021,0.284680397,0.163505995
Tb927.3.4360,1.047090891,,9.644568278,,6.03E-09,,6.644569953,9,0.054628679,Tb927.3.4360;Tb927.11.6140,"40S ribosomal protein S15A, putative;40S ribosomal protein S15A, putative",1,GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0005737|cytoplasm,1.04412186,1.035842963,0.99370052,0.868038593,0.614863068,0.35820932,0.216034451,1.043594836,1.027797732,0.997251335,0.891479967,0.648151637,0.374790749,0.236052556,1.042731004,1.032346817,0.999409461,0.883494104,0.651260834,0.375296686,0.222432502
Tb927.11.6150,1.97E-10,0.034230957,2.992492579,190445439.7,0.280800323,0.381126203,,none,0.158980178,Tb927.11.6150,"60Kd inner membrane protein, putative",0,GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0032977|membrane insertase activity; GO:0020023|kinetoplast,,0.142826558,,0.642943495,0.492755811,0.488779886,,0.217989261,0.166717783,0.555445134,0.561540333,,0.411944959,0.243541882,0.31430005,0.193565664,0.2293491,,0.146802464,0.379969626,
Tb927.11.6160,0.969273269,,7.36393478,,1.29E-10,,5.063755219,4,0.013916909,Tb927.11.6160,"eukaryotic release factor 3, putative",1,GO:0003729|mRNA binding; GO:0006412|translation; GO:0003924|GTPase activity; GO:0006414|translational elongation; GO:0005525|GTP binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0003746|translation elongation factor activity,0.959379889,0.90343028,0.845706688,0.746706524,0.575243981,0.324873621,0.194865789,0.937166451,0.891892247,0.86309887,0.762734177,0.55031895,0.314413733,0.191349306,0.928479254,0.90794186,0.856778334,0.773197283,0.559547261,0.340163993,0.187601444
Tb927.11.6170,1.044859602,,8.758270356,,5.69E-09,,6.030235039,7,0.01487433,Tb927.11.6170,"protein transport protein SEC31, putative",1,GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0070971|endoplasmic reticulum exit site,1.017625352,0.997013798,0.956359227,0.859984144,0.653758758,0.41873989,0.258399555,1.020905904,0.979882765,0.914583644,0.850006657,0.676594465,0.414328778,0.263221933,1.002696934,0.996045127,0.942214066,0.846446519,0.673212688,0.420838155,0.251053341
Tb927.11.6200,1.067337817,,7.022844237,,5.55E-09,,4.827329307,3,0.030620783,Tb927.11.6200;Tb927.11.6180,"60S ribosomal protein L28, putative;60S ribosomal protein L28, putative",1,GO:0003729|mRNA binding; GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0005737|cytoplasm,1.001811611,0.973121474,0.942619728,0.832741192,0.632414492,0.336026722,0.212109523,0.984864449,0.963285696,0.942524906,0.822170234,0.572855109,0.330874354,0.225470436,1.01493323,0.954427419,0.929320866,0.831493835,0.55808389,0.338233721,0.174625154
Tb927.11.6190,,,,,,,,none,,Tb927.11.6190,"hypothetical protein, conserved",0,none,,,0.787582612,0.769299889,0.629363334,0.354734351,,,,,0.742781269,0.528286454,0.317421894,0.184639973,,0.909906355,,0.728043768,0.550175742,,
Tb927.11.620,0.925620878,0.040468769,5.76564933,1.319086997,0.129356691,0.06132927,4.815029493,3,0.024629918,Tb927.11.620,Regulatory-associated protein of TOR1,1,GO:1903432|regulation of TORC1 signaling; GO:0005515|protein binding; GO:0008361|regulation of cell size; GO:0005737|cytoplasm; GO:0005488|binding,,0.772819926,0.904531134,0.757389289,0.557934133,0.396196883,,0.876861153,,,0.736951645,0.630947317,0.367155901,0.239195658,,,0.928568722,0.699882956,0.597777778,0.361302197,0.248832501
Tb927.11.6210,,,,,,,,none,,Tb927.11.6210,Lanosterol 14-alpha demethylase,0,"GO:0020037|heme binding; GO:0008398|sterol 14-demethylase activity; GO:0005506|iron ion binding; GO:0005635|nuclear envelope; GO:0044091|membrane biogenesis; GO:0005783|endoplasmic reticulum; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0055114|oxidation-reduction process",,,,,,,,,,,,,,,,,,,0.626683549,,0.434749302
Tb927.11.6220,,,,,,,,none,,Tb927.11.6220,Palmitoyl acyltransferase 7,0,GO:0006897|endocytosis; GO:0018345|protein palmitoylation; GO:0020016|ciliary pocket; GO:0016021|integral component of membrane,,,0.815376396,,,,,,0.786525471,,,,0.251650094,,,,,,,,
Tb927.11.6230,1.034213205,,9.009371141,,2.14E-10,,6.204284795,7,0.026813178,Tb927.11.6230,"protein transport protein SEC61 subunit alpha, putative",1,GO:0015450|P-P-bond-hydrolysis-driven protein transmembrane transporter activity; GO:0015031|protein transport; GO:0009306|protein secretion; GO:0016020|membrane; GO:0005784|Sec61 translocon complex; GO:0016021|integral component of membrane; GO:0005783|endoplasmic reticulum,1.002361983,0.979514524,0.928528419,0.855622076,0.683643387,0.415567501,0.27314277,0.997428074,0.976258005,0.959068903,0.866020917,0.67783533,0.377387772,0.261904796,0.98915411,1.001486693,0.978201426,0.892363318,0.683605543,0.432723565,0.256772909
Tb927.11.6250,0.935199129,0.018476929,5.459849927,0.391087113,0.115405387,0.022257158,4.455340773,2,0.022436291,Tb927.11.6250,"Mitochondrial ATP synthase subunit, putative",1,GO:0005739|mitochondrion; GO:0005743|mitochondrial inner membrane; GO:0005753|mitochondrial proton-transporting ATP synthase complex,0.981425636,0.962918415,0.913899036,0.763527198,0.554877474,0.327471883,0.258326209,1.027483407,0.968831353,0.907600049,0.77124606,0.609278687,0.335341233,0.225215182,0.970236186,0.974222421,0.893917314,0.742589035,0.552833085,0.321958253,0.216079691
Tb927.11.6260,,,,,,,,none,,Tb927.11.6260,"hypothetical protein, conserved",0,none,,0.832585612,,,,0.657475562,,,,0.821097924,,,,,,,,,,,
Tb927.11.6270,0.988716547,,9.04918951,,3.02E-10,,6.231884786,8,0.01270451,Tb927.11.6270,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative",1,GO:0046856|phosphatidylinositol dephosphorylation; GO:0005634|nucleus; GO:0004445|inositol-polyphosphate 5-phosphatase activity; GO:0035556|intracellular signal transduction,0.951299061,,0.874685105,0.82779524,0.622418742,0.405357002,0.264184901,,0.924537356,0.903337899,0.798182106,0.64987856,0.367593996,0.24405477,,0.937070649,0.929735394,0.805396448,0.654784969,0.403468745,0.272931762
Tb927.11.6280,0.904939546,0.590168194,15.6547914,15.79975573,9.44E-10,0.168119694,10.81053912,10,0.040762383,Tb927.11.6280;REV__Tb927.10.5140,pyruvate phosphate dikinase;missing,1,"GO:0016301|kinase activity; GO:0003824|catalytic activity; GO:0005524|ATP binding; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0050242|pyruvate, phosphate dikinase activity; GO:0016310|phosphorylation; GO:0006090|pyruvate metabolic process; GO:0020015|glycosome",0.882721432,0.853257301,0.807465946,0.807040415,0.798554273,0.570313161,0.38942203,0.898023829,0.851290947,0.825337551,0.839200603,0.77474172,0.573058388,0.410926818,0.875381049,0.803274771,0.861310827,0.869796983,0.76506428,0.593326165,0.417762248
Tb927.11.6290,1.081679896,,6.456740119,,9.56E-10,,4.434935803,2,0.005588929,Tb927.11.6290,"HIT zinc finger, putative",1,GO:0005634|nucleus; GO:0005654|nucleoplasm,1.009807883,,0.920508136,0.805710414,0.594130794,0.325793374,,,,0.933521661,0.766916983,0.600608957,0.323348459,,,0.837521263,,0.785332337,0.567784799,0.272121599,
Tb927.11.630,0.951832234,0.027340447,7.349666777,0.575567934,0.058649905,0.032084444,5.517570704,5,0.012188861,Tb927.11.630,RNA polymerase I second largest subunit,1,"GO:0005634|nucleus; GO:0031981|nuclear lumen; GO:0003677|DNA binding; GO:0006351|transcription, DNA-templated; GO:0005730|nucleolus; GO:0005654|nucleoplasm; GO:0003899|DNA-directed 5'-3' RNA polymerase activity",1.032142007,0.941016187,0.920082295,0.802529354,0.598938785,0.38044438,0.239559996,0.935433818,0.946224281,0.901065593,0.807563142,0.607666052,0.369856341,0.2430106,1.010542284,0.937939528,0.898096711,0.79627185,0.605607961,0.37799427,0.248093162
Tb927.11.6300,1.040010161,,7.741947899,,5.57E-11,,5.325773947,4,0.034348937,Tb927.11.6300,"40S ribosomal protein S5, putative",1,GO:0003729|mRNA binding; GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0015935|small ribosomal subunit; GO:0005737|cytoplasm; GO:0005730|nucleolus,1.023976272,0.995805569,0.987189017,0.844080291,0.638297874,0.347328631,0.212800918,1.014482257,0.998873152,0.967434803,0.863207118,0.625667404,0.370906638,0.206290801,1.016840257,1.019453871,0.970504056,0.863640565,0.615640212,0.355594337,0.214325715
Tb927.11.6310,,,,,,,,none,,Tb927.11.6310,"hypothetical protein, conserved",0,none,0.917765013,,,0.747282748,0.579949153,0.346063563,,,,,0.741764743,0.659868358,,0.241723337,,0.834640833,0.850782374,0.781826062,0.610395343,0.410152347,
Tb927.11.6320,0.94843032,,9.773350667,,1.13E-09,,6.733835059,9,0.02651418,Tb927.11.6320,MRB1-associated protein,1,GO:0046872|metal ion binding,0.945219729,0.96154967,0.87251014,0.785040959,0.651975572,0.40486836,0.257553555,0.937271724,0.912799506,0.900264247,0.804744813,0.627376907,0.444091114,0.263663695,0.925643629,0.891093579,0.923600302,0.833756622,0.667481775,0.396367357,0.23096547
Tb927.11.6330,0.983313301,0.278074223,10.53609463,5.391145268,1.16E-10,0.023783084,7.262528873,10,0.040094933,Tb927.11.6330,6-phosphogluconolactonase,1,GO:0006098|pentose-phosphate shunt; GO:0005737|cytoplasm; GO:0017057|6-phosphogluconolactonase activity; GO:0005975|carbohydrate metabolic process; GO:0020015|glycosome,0.950367522,0.919665409,0.910607968,0.879641962,0.712092205,0.460288717,0.287198342,0.931841235,0.941768236,0.951053982,0.908501519,0.703577091,0.468860224,0.275393979,0.936370735,0.945932478,0.920905693,0.876239974,0.720392557,0.445276795,0.288604434
Tb927.11.6340,0.902486075,,6.471081015,,5.29E-10,,4.444876152,2,0.060180098,Tb927.11.6340,"PUB domain containing protein, putative",1,none,0.909120413,0.776884296,0.768917596,0.759240368,0.491493017,0.184916508,,0.605629565,0.823868915,0.789300951,0.808067271,0.466838175,0.258008076,0.102364812,0.872365914,0.779106885,0.789180899,0.686919326,0.435216054,0.314190628,
Tb927.11.6350,0.9253039,0.058402722,7.417783528,1.104478754,0.042860257,0.069239757,5.4501122,5,0.020057564,Tb927.11.6350,"AAA ATPase, putative",1,GO:0005515|protein binding; GO:0005634|nucleus; GO:0005524|ATP binding; GO:0016887|ATPase activity,0.960029321,0.905358014,0.841511289,0.74697817,0.544759357,0.351892663,0.253094608,0.920428536,0.938041622,0.904622243,0.758714341,0.569600092,0.349189615,0.248395433,0.924831487,0.899418826,0.911785803,0.756393434,0.572453796,0.366037055,0.219602501
Tb927.11.6360,0.957841538,0.020797604,3.456361347,0.368765571,0.082118932,0.02233905,2.659793899,1,0.016979586,Tb927.11.6360,"60S ribosomal protein L24, putative",1,GO:0006412|translation; GO:0005634|nucleus; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome,0.892822924,0.902606473,0.796825792,0.610095429,0.322710131,0.188040023,0.131850946,,0.922394904,0.835161013,0.64432573,0.363034871,0.181728282,0.092507535,,0.905522755,0.801535746,0.56637799,0.362241526,0.20225521,0.111370844
Tb927.11.6370,1.06333894,,10.51955976,,1.26E-11,,7.251067777,10,0.030877521,Tb927.11.6370,"leucine-rich repeat protein (LRRP), putative",1,GO:0005515|protein binding,1.0155466,0.994673577,0.96705101,0.91024756,0.73735467,0.472345404,0.30862563,0.998861262,0.994787685,0.971232531,0.918460043,0.732258972,0.482341338,0.285195848,0.998962312,1.010059843,0.970587961,0.902695449,0.752036475,0.486752853,0.315319341
Tb927.11.6380,1.04190152,,7.646668055,,3.62E-09,,5.259731018,4,0.02463276,Tb927.11.6380,"hypothetical protein, conserved",1,GO:0036064|ciliary basal body,,0.93798917,,,0.619182041,0.366798481,,,,0.840238688,0.804868347,0.631472962,0.364886215,0.230879376,,,0.889596253,0.800428527,0.601082684,0.366210876,
Tb927.11.6390,0.928844635,,8.648843106,,7.92E-10,,5.95438581,6,0.008334482,Tb927.11.6390,"START domain containing protein, putative",1,GO:0008289|lipid binding; GO:0005737|cytoplasm,0.934733687,0.848271493,0.811405081,0.765539592,0.596191989,0.364344795,0.215306204,0.925175385,0.897303052,0.789366166,0.760285468,0.561757754,0.37091138,0.225763748,0.927547305,0.898592146,0.8339307,0.64651553,0.612550114,0.380899065,0.234829805
Tb927.11.6400,0.804988726,0.011347677,3.227639503,0.0948206,0.237307028,0.007331382,3.303577833,1,0.006113351,Tb927.11.6400,"kinesin, putative",1,GO:0008017|microtubule binding; GO:0003774|motor activity; GO:0005871|kinesin complex; GO:0003777|microtubule motor activity; GO:0007018|microtubule-based movement; GO:0051286|cell tip; GO:0005875|microtubule associated complex; GO:0005524|ATP binding; GO:0030863|cortical cytoskeleton; GO:0005737|cytoplasm,,,0.882391093,0.576353688,0.449845318,0.311556501,,,,0.786354322,0.654382562,0.486341876,0.339208456,0.215540056,,0.937918003,0.820173856,0.741466936,0.477269692,0.2552194,0.301940222
Tb927.11.6410,1.124337775,,6.86400104,,7.44E-11,,4.717227557,none,0.212795017,Tb927.11.6410,"hypothetical protein, conserved",0,GO:0005737|cytoplasm; GO:0005488|binding,,1.018288082,,0.870216677,0.63519121,0.501999619,0.137418837,,,,0.815272183,0.656206943,0.348128979,0.11593303,,0.127634332,0.941487145,0.82590287,0.607096841,0.334327128,0.204440164
